,ModuleID,RecordingUrl
0,71,https://www.parkitna-czosnyka.pl/
1,36,http://www.fpuh.net/
2,23,https://tarasek-karalus.org/
3,93,https://www.ppuh.com/
4,81,https://grupa.net/
5,69,https://ppuh.com/
6,63,http://www.ppuh.pl/
7,73,http://www.stupak-wieclawek.org/
8,44,http://www.spoldzielnia.com/
9,60,https://www.stowarzyszenie.com/
10,62,http://www.gabinety.org/
11,11,https://ppuh.pl/
12,48,https://www.grupa.com/
13,67,https://radko.net/
14,18,https://www.grupa.com/
15,61,https://www.gabinety.com/
16,7,http://andrukiewicz.com/
17,95,http://www.fundacja.pl/
18,36,http://www.fpuh.com/
19,30,http://www.spoldzielnia.com/
20,40,http://www.fundacja.pl/
21,87,http://www.ppuh.com/
22,79,http://www.fundacja.com/
23,62,https://fundacja.com/
24,85,https://grupa.com/
25,68,https://galos.pl/
26,62,https://www.tymczyszyn.pl/
27,96,https://www.fpuh.com/
28,24,http://www.lys.pl/
29,64,http://www.syroka.net/
30,92,https://www.galach-kurant.org/
31,68,http://www.gabinety.pl/
32,16,https://grupa.net/
33,31,https://www.spoldzielnia.pl/
34,100,http://twardy-samoraj.pl/
35,16,https://www.ziarno.com/
36,51,http://www.gabinety.pl/
37,77,http://www.bazylewicz.net/
38,26,http://smoczyk-gumieniak.pl/
39,78,https://michel.pl/
40,98,http://stowarzyszenie.org/
41,31,http://fiutak-gryta.com/
42,23,https://labus-melaniuk.com/
43,91,http://www.grupa.org/
44,58,http://www.gabinety.com/
45,5,https://pronobis.org/
46,58,https://www.gabinety.com/
47,5,http://www.ppuh.net/
48,11,http://www.fundacja.pl/
49,59,http://stowarzyszenie.com/
50,3,http://fpuh.pl/
51,54,https://www.fpuh.net/
52,50,https://wojewodka.com/
53,94,https://www.maszkiewicz-klepka.org/
54,47,https://www.kunc-duras.com/
55,87,https://gorol-kopiczko.com/
56,98,http://grupa.com/
57,10,http://parzonka.pl/
58,93,http://fpuh.pl/
59,7,https://www.mak.com/
60,12,http://www.dylong.pl/
61,91,http://staniewicz.com/
62,84,http://fpuh.pl/
63,9,https://www.wiercigroch-rudzik.pl/
64,36,http://www.grupa.pl/
65,15,https://www.kurc-banek.com/
66,5,http://www.gabinety.pl/
67,7,http://gabinety.net/
68,30,http://www.calik.pl/
69,35,https://www.gabinety.pl/
70,30,http://megger.pl/
71,35,https://kotala-pietrusiewicz.pl/
72,73,http://spoldzielnia.com/
73,100,http://ciurus.pl/
74,35,http://ppuh.pl/
75,27,http://mitera.com/
76,48,https://www.fpuh.pl/
77,94,http://www.fpuh.pl/
78,26,http://fpuh.com/
79,68,http://gabinety.pl/
80,50,http://wegrzyk-sieja.net/
81,8,http://www.piwowarek-chaber.pl/
82,30,http://planeta-kurys.org/
83,96,https://www.fpuh.pl/
84,2,http://www.fpuh.pl/
85,15,http://spoldzielnia.org/
86,66,http://klinger-sprawka.com/
87,71,https://powazka.com/
88,33,http://www.antoszczyk-fidura.net/
89,37,http://www.guzdek-gierek.pl/
90,97,https://gabinety.pl/
91,11,http://zegadlo-gryska.pl/
92,10,http://www.gabinety.pl/
93,6,http://larysz.com/
94,27,https://www.spoldzielnia.com/
95,38,http://polom-odrzywolek.com/
96,24,https://www.gabinety.org/
97,98,https://www.fundacja.com/
98,45,http://www.bzdega-szatanik.pl/
99,21,http://www.ernst-westfal.com/
100,63,http://goj.com/
101,26,http://fundacja.pl/
102,17,https://martin-mordal.pl/
103,24,http://staniaszek-stanislawek.com/
104,33,http://www.fpuh.com/
105,71,http://www.gabinety.pl/
106,29,http://www.fpuh.com/
107,74,https://kiryluk-osko.pl/
108,42,https://parada-gamon.net/
109,13,http://www.olchawa-gwara.com/
110,12,http://www.huszcza.pl/
111,15,http://fundacja.org/
112,61,http://www.fundacja.com/
113,68,http://ppuh.com/
114,91,http://konieczek.com/
115,27,http://www.golas-myszak.pl/
116,54,https://spoldzielnia.pl/
117,50,http://fundacja.com/
118,80,http://www.jazwiec-szyma.com/
119,71,http://www.bicz-kuzior.pl/
120,32,https://spoldzielnia.pl/
121,18,https://www.myrcha.com/
122,87,http://fpuh.com/
123,92,http://gabinety.org/
124,27,https://www.poleszak-kupaj.org/
125,50,https://gabinety.org/
126,39,http://www.dros.pl/
127,58,https://www.grupa.pl/
128,52,https://www.gabinety.pl/
129,23,https://mudlaff-zdziech.com/
130,99,http://www.fpuh.pl/
131,87,https://www.mlynczak.pl/
132,66,http://www.gabinety.com/
133,76,http://janke.pl/
134,20,http://fpuh.pl/
135,22,https://fundacja.com/
136,75,https://spoldzielnia.pl/
137,3,https://www.pesta.com/
138,49,http://www.ppuh.org/
139,41,http://zaczyk-pik.pl/
140,21,https://www.boba.net/
141,35,http://www.tadych-cop.com/
142,18,https://www.stasica.pl/
143,55,https://fpuh.pl/
144,87,https://stowarzyszenie.pl/
145,92,https://www.zybura-paluszak.pl/
146,51,https://www.spoldzielnia.pl/
147,22,https://www.tasarz.pl/
148,24,https://www.ppuh.com/
149,11,https://www.fpuh.com/
150,34,https://stowarzyszenie.net/
151,75,https://stowarzyszenie.com/
152,30,http://www.baster-marko.pl/
153,46,https://ppuh.com/
154,2,https://www.grupa.pl/
155,83,https://www.stowarzyszenie.com/
156,83,https://fundacja.net/
157,59,https://www.kozdroj.pl/
158,91,https://www.ochwat.com/
159,19,http://rosada-muzyk.pl/
160,60,https://www.kuzia.com/
161,3,https://www.grupa.pl/
162,26,http://www.fundacja.net/
163,17,https://www.lejk.pl/
164,86,https://www.gabinety.pl/
165,45,https://www.gabinety.pl/
166,68,http://spoldzielnia.com/
167,3,http://www.fundacja.org/
168,12,https://kolodziejak.pl/
169,78,https://ppuh.pl/
170,35,https://www.babel.org/
171,75,https://smektala-frelich.com/
172,60,https://www.fpuh.com/
173,25,http://grupa.pl/
174,72,https://oleksiewicz.net/
175,88,http://bohdanowicz.com/
176,23,https://gabinety.com/
177,26,http://fundacja.com/
178,46,https://fpuh.pl/
179,73,http://www.kurzak.com/
180,78,https://www.ppuh.com/
181,77,http://ppuh.pl/
182,31,https://www.spoldzielnia.pl/
183,36,http://www.ppuh.net/
184,1,https://www.stowarzyszenie.pl/
185,93,http://kobza.com/
186,85,https://fpuh.org/
187,37,https://www.gabinety.pl/
188,67,http://www.wyrwal.com/
189,10,http://grupa.com/
190,92,https://www.ppuh.com/
191,51,http://www.prokopczyk.com/
192,23,http://www.szumny-slysz.com/
193,86,https://stowarzyszenie.com/
194,6,http://bastek-sobus.com/
195,11,http://spoldzielnia.pl/
196,65,https://www.migda.pl/
197,96,http://fundacja.pl/
198,16,https://www.stowarzyszenie.com/
199,37,https://www.tylman.pl/
200,85,http://dziurdzia.pl/
201,76,http://gabinety.pl/
202,12,https://www.hartman-golofit.com/
203,66,http://www.chalimoniuk.pl/
204,50,https://kucewicz.com/
205,30,http://www.spoldzielnia.net/
206,12,http://kudlak-andruszko.org/
207,92,https://narozny-gogacz.pl/
208,11,http://stowarzyszenie.pl/
209,21,https://grupa.com/
210,62,http://spoldzielnia.com/
211,73,http://www.cmiel.com/
212,35,http://stowarzyszenie.com/
213,16,http://spoldzielnia.pl/
214,99,http://pajek-burczak.net/
215,10,http://grupa.pl/
216,63,http://www.spoldzielnia.com/
217,71,http://wygoda.com/
218,24,http://www.gabinety.com/
219,23,http://stowarzyszenie.pl/
220,23,http://stowarzyszenie.com/
221,94,https://www.stempniak.com/
222,8,http://sosniak-suchora.org/
223,36,https://fundacja.pl/
224,67,http://www.gabinety.org/
225,22,https://www.fpuh.org/
226,18,http://www.grupa.com/
227,87,https://www.gabinety.com/
228,89,http://fpuh.net/
229,47,https://www.ppuh.org/
230,96,http://fpuh.org/
231,20,http://stowarzyszenie.pl/
232,35,http://spoldzielnia.net/
233,15,http://www.fundacja.pl/
234,20,https://gabinety.com/
235,1,https://www.ppuh.com/
236,7,http://fundacja.pl/
237,74,https://gabinety.pl/
238,76,https://www.twardy.com/
239,48,http://www.fpuh.com/
240,35,http://grupa.pl/
241,89,https://melaniuk-kursa.com/
242,85,https://grupa.org/
243,81,http://www.fpuh.com/
244,97,http://www.ppuh.com/
245,27,https://www.spoldzielnia.com/
246,53,http://www.stowarzyszenie.org/
247,60,http://gabinety.pl/
248,94,https://ppuh.org/
249,46,https://ppuh.pl/
250,9,https://www.fpuh.com/
251,15,https://www.gabinety.net/
252,75,http://gabinety.org/
253,72,http://www.luczka.org/
254,88,http://www.jaszcz-kuska.pl/
255,85,http://www.spoldzielnia.org/
256,6,http://www.fundacja.com/
257,30,https://www.stowarzyszenie.com/
258,90,https://www.fpuh.pl/
259,49,https://www.mandrysz.pl/
260,51,http://www.stowarzyszenie.com/
261,44,https://www.stachewicz.pl/
262,87,http://stowarzyszenie.com/
263,4,http://www.fpuh.pl/
264,4,http://www.spoldzielnia.com/
265,42,https://spoldzielnia.net/
266,33,http://www.fpuh.org/
267,80,https://grupa.pl/
268,87,https://widlak-wisz.org/
269,5,http://fundacja.org/
270,96,http://gill-nitek.com/
271,4,http://www.luberda.org/
272,11,http://www.gabinety.org/
273,62,http://ppuh.com/
274,2,https://ppuh.com/
275,76,http://www.mendak.net/
276,52,https://www.stowarzyszenie.pl/
277,11,https://fpuh.com/
278,33,https://fpuh.org/
279,72,https://soczowka.pl/
280,98,http://www.bugiel-pianka.com/
281,98,http://www.pyzel-szlufik.pl/
282,68,https://www.adamaszek.com/
283,87,https://www.gabinety.pl/
284,7,https://www.cal-laszcz.org/
285,39,https://www.sliz-wlazlak.net/
286,18,https://gabinety.pl/
287,94,https://www.gabinety.net/
288,62,https://spoldzielnia.net/
289,53,https://www.mokwa-machowiak.com/
290,35,https://fundacja.pl/
291,63,http://gabinety.pl/
292,21,https://www.grupa.com/
293,32,https://www.grupa.com/
294,85,https://grupa.com/
295,87,https://misiuk-perczak.com/
296,94,http://fpuh.pl/
297,43,https://www.zaniewicz.pl/
298,68,http://fpuh.pl/
299,42,http://gabinety.com/
300,22,https://gron-karaskiewicz.pl/
301,4,https://www.fpuh.pl/
302,3,http://stowarzyszenie.pl/
303,15,https://www.grupa.pl/
304,57,https://grupa.com/
305,50,https://www.spoldzielnia.com/
306,39,https://szpara.net/
307,21,http://www.fundacja.net/
308,18,https://www.kosc-kaczka.com/
309,21,https://www.fpuh.com/
310,12,https://strzala.pl/
311,47,https://kopik-czubaszek.pl/
312,20,https://www.fundacja.pl/
313,47,https://www.wolan.com/
314,52,https://ppuh.com/
315,41,https://spoldzielnia.pl/
316,29,http://www.chmara-rzezniczek.com/
317,41,http://oskroba.com/
318,16,http://www.spoldzielnia.net/
319,67,https://www.stowarzyszenie.com/
320,62,https://ziemann.pl/
321,81,https://gabinety.com/
322,95,http://fpuh.com/
323,78,https://fpuh.pl/
324,25,https://www.lada.com/
325,24,http://gumienny.pl/
326,54,https://www.gabinety.net/
327,62,http://zbroja-manista.pl/
328,60,http://www.szygula.pl/
329,50,http://www.ppuh.com/
330,36,http://stowarzyszenie.net/
331,78,http://spoldzielnia.com/
332,60,https://www.betlej-dziadowicz.org/
333,22,http://www.stowarzyszenie.pl/
334,9,https://grupa.pl/
335,52,https://www.spoldzielnia.com/
336,29,https://fpuh.pl/
337,75,http://grupa.net/
338,53,http://domowicz.com/
339,59,https://fpuh.com/
340,36,http://www.grupa.pl/
341,35,https://www.narozna.org/
342,69,http://www.spoldzielnia.pl/
343,18,https://www.walasik.pl/
344,70,http://www.fundacja.pl/
345,31,https://parkitna.pl/
346,8,http://murach.pl/
347,40,http://sereda.pl/
348,80,http://www.kniaz-lesiewicz.com/
349,27,http://mierzwiak.org/
350,8,http://www.rozumek.net/
351,79,http://www.zubowicz-szeja.com/
352,93,http://gabinety.net/
353,90,http://www.ochal.com/
354,73,https://fpuh.com/
355,45,http://fabiszak-kozica.com/
356,99,http://spoldzielnia.pl/
357,86,https://www.wisz.net/
358,81,http://www.gabinety.com/
359,87,http://grupa.com/
360,10,http://www.wrochna-mazanek.com/
361,43,http://spoldzielnia.pl/
362,9,https://www.lukowicz-getka.com/
363,33,https://fundacja.com/
364,62,https://www.gabinety.pl/
365,68,https://www.gabinety.pl/
366,25,http://fundacja.pl/
367,51,https://mak.com/
368,3,https://boruc-bryda.org/
369,14,http://gabinety.com/
370,59,http://grupa.com/
371,13,https://www.ppuh.com/
372,77,http://ppuh.pl/
373,58,https://www.borak-drobny.pl/
374,75,https://www.spoldzielnia.pl/
375,11,https://lodej.org/
376,97,http://www.spoldzielnia.pl/
377,14,https://www.gabinety.com/
378,32,http://www.kabza.pl/
379,100,https://podkowa.pl/
380,46,http://kuciel-samul.com/
381,61,http://klejna-kregiel.com/
382,74,http://stowarzyszenie.com/
383,1,https://www.wardziak-pela.pl/
384,57,http://www.burzawa.com/
385,19,https://www.fpuh.com/
386,76,https://www.jedrys.com/
387,31,https://www.glaza-kamieniarz.net/
388,29,http://ppuh.pl/
389,19,https://www.stowarzyszenie.pl/
390,49,http://kniec.com/
391,18,https://www.spoldzielnia.com/
392,15,http://www.spoldzielnia.com/
393,57,http://dyda.com/
394,72,http://www.grupa.pl/
395,27,http://www.fundacja.pl/
396,12,https://www.wazna-cecot.net/
397,73,http://www.simon.pl/
398,90,http://fundacja.com/
399,94,http://grupa.org/
400,61,http://www.kukawka.com/
401,91,http://www.baka-nowotnik.pl/
402,86,http://www.fpuh.com/
403,87,https://fpuh.com/
404,22,https://www.koczy-machniak.com/
405,59,http://www.grupa.org/
406,52,https://palega-gogol.com/
407,14,http://www.wlodarz.pl/
408,44,https://nesterowicz-dyszkiewicz.net/
409,12,http://www.pyszka-zymelka.com/
410,25,http://stowarzyszenie.pl/
411,47,http://www.kurzyna-styn.org/
412,71,https://www.grupa.com/
413,99,http://www.fundacja.net/
414,89,https://fpuh.pl/
415,14,http://gasienica-rurka.com/
416,52,https://rajczak-misiejuk.pl/
417,20,https://gabinety.pl/
418,5,http://fundacja.com/
419,34,http://szmaj.pl/
420,11,http://stowarzyszenie.pl/
421,26,https://buszta.pl/
422,33,http://www.gabinety.com/
423,3,https://www.maksimowicz.pl/
424,7,https://www.grupa.com/
425,79,http://malocha-kierepka.com/
426,49,http://macczak.net/
427,26,http://helak-jandula.com/
428,96,https://www.petryk.pl/
429,10,http://www.ppuh.pl/
430,49,https://www.towarek.pl/
431,93,https://fundacja.pl/
432,70,http://miotke.com/
433,50,http://www.ppuh.com/
434,50,http://www.ppuh.pl/
435,47,https://kafel.org/
436,72,http://ppuh.net/
437,28,http://gabinety.pl/
438,60,http://www.fpuh.pl/
439,27,http://www.malka.com/
440,93,https://spoldzielnia.pl/
441,14,https://www.smagacz-witka.pl/
442,73,http://ppuh.org/
443,77,http://www.fpuh.com/
444,100,https://www.stowarzyszenie.pl/
445,14,https://www.sibiga-pacholak.com/
446,74,https://gabinety.pl/
447,47,https://kosno.net/
448,53,https://www.paprotny.com/
449,7,http://szyja-gron.org/
450,68,http://raszkiewicz.com/
451,15,https://grupa.net/
452,59,http://www.stowarzyszenie.com/
453,100,http://www.fpuh.net/
454,17,https://michalkiewicz-domino.net/
455,64,http://kryk.com/
456,46,https://grupa.com/
457,3,http://www.motak-krata.com/
458,66,https://www.fpuh.pl/
459,38,https://fpuh.pl/
460,91,https://www.ppuh.pl/
461,31,https://ppuh.net/
462,28,http://gabinety.com/
463,25,http://ppuh.net/
464,88,https://fpuh.com/
465,6,https://spoldzielnia.pl/
466,37,http://www.spoldzielnia.pl/
467,76,http://www.grupa.net/
468,89,https://www.bejnarowicz-dzieza.org/
469,66,http://stowarzyszenie.com/
470,85,http://fundacja.com/
471,98,https://ppuh.pl/
472,22,http://www.kucz-dabal.pl/
473,46,https://www.gul-macheta.org/
474,86,https://fundacja.net/
475,21,https://www.scieszka-bregula.com/
476,87,https://www.fpuh.pl/
477,42,http://www.kranc.com/
478,40,http://www.faltyn.net/
479,64,https://koterba-borysewicz.net/
480,59,http://www.doroba-olearczyk.com/
481,40,http://wylegala-rozumek.pl/
482,18,https://www.trybus-kielan.com/
483,93,http://www.ppuh.pl/
484,93,http://spoldzielnia.pl/
485,75,https://spoldzielnia.net/
486,14,https://stowarzyszenie.pl/
487,35,http://www.grupa.pl/
488,9,https://www.ppuh.com/
489,13,http://dziczek.pl/
490,88,http://stowarzyszenie.pl/
491,8,https://www.morawiak-knapek.com/
492,15,https://www.stowarzyszenie.org/
493,15,http://spoldzielnia.org/
494,98,https://behrendt.pl/
495,17,http://www.ppuh.pl/
496,33,https://www.spoldzielnia.net/
497,15,http://www.stowarzyszenie.pl/
498,76,https://grupa.com/
499,80,https://www.swistek.pl/
500,96,http://kopiczko-sadowy.com/
